busco_id,chr1,chr2,start1,end1,start2,end2,strand1,strand2,is_flipped
214703at7147,OU343116.1,OY284470.1,27205280,27208538,2455456,2458905,-,-,False
214763at7147,OU343114.1,OY284468.1,25236991,25241448,41119378,41123089,-,+,True
214843at7147,OU343116.1,OY284470.1,40145216,40163959,23824155,23843669,+,-,True
214894at7147,OU343114.1,OY284468.1,81533030,81538325,22257437,22259455,+,-,True
214968at7147,OU343115.1,OY284469.1,48126848,48129724,27678809,27680432,-,+,True
21503at7147,OU343116.1,OY284470.1,12226570,12227318,5561952,5562664,-,+,True
215117at7147,OU343115.1,OY284469.1,41743786,41746208,10298967,10302377,+,-,True
215197at7147,OU343117.1,OY284471.1,18772728,18774390,23050806,23052672,-,+,True
215373at7147,OU343118.1,OY284472.1,19141300,19146425,32807950,32813499,-,-,False
215410at7147,OU343116.1,OY284470.1,3283650,3284477,40685603,40686452,-,+,True
215452at7147,OU343115.1,OY284469.1,53766531,53767965,24679143,24680231,-,+,True
215518at7147,OU343115.1,OY284469.1,34077346,34079000,34215525,34217357,+,+,False
215748at7147,OU343114.1,OY284468.1,39245968,39249433,50780889,50783503,-,+,True
215814at7147,OU343114.1,OY284468.1,18382280,18384992,43822621,43825031,-,-,False
21581at7147,OU343115.1,OY284469.1,29278024,29284370,18248538,18252200,+,-,True
215847at7147,OU343115.1,OY284469.1,58954352,58958596,6648730,6653176,-,+,True
215856at7147,OU343115.1,OY284469.1,51620082,51636439,16994928,17006820,-,-,False
215874at7147,OU343118.1,OY284472.1,42959510,42962323,36475973,36486260,-,-,False
21605at7147,OU343115.1,OY284469.1,21253810,21254524,28984771,28985475,-,-,False
216182at7147,OU343116.1,OY284470.1,4383747,4386023,4759824,4762217,-,-,False
216212at7147,OU343117.1,OY284471.1,29536929,29539213,156033,157970,+,+,False
216533at7147,OU343114.1,OY284468.1,27284312,27327163,38157587,38185619,-,+,True
216744at7147,OU343114.1,OY284468.1,42815388,42946729,48962131,49002973,-,+,True
216747at7147,OU343114.1,OY284468.1,3597975,3600649,67968104,67970625,-,-,False
216784at7147,OU343114.1,OY284468.1,87429797,87431336,33546387,33547848,+,-,True
216811at7147,OU343114.1,OY284468.1,93858388,93861099,52423056,52424427,-,-,False
216894at7147,OU343114.1,OY284468.1,87308431,87309791,33605433,33606579,-,+,True
216919at7147,OU343114.1,OY284468.1,12944635,12951503,41863609,41867893,-,-,False
217122at7147,OU343116.1,OY284470.1,36506260,36509428,29279344,29282436,-,+,True
217194at7147,OU343114.1,OY284468.1,56010128,56019250,5657220,5663041,-,+,True
217300at7147,OU343114.1,OY284468.1,20158734,20159865,32537673,32538692,-,-,False
217331at7147,OU343116.1,OY284470.1,14433047,14436033,39145864,39148548,+,-,True
217495at7147,OU343115.1,OY284469.1,19064996,19070853,9673193,9676899,+,-,True
217498at7147,OU343114.1,OY284468.1,22452417,22453961,25146825,25148393,+,+,False
217553at7147,OU343115.1,OY284469.1,69577112,69578743,2022149,2024043,+,-,True
217586at7147,OU343118.1,OY284472.1,8098389,8102089,13110018,13116614,-,-,False
217739at7147,OU343115.1,OY284469.1,6098046,6108254,6629331,6646686,-,-,False
217863at7147,OU343114.1,OY284468.1,11200518,11201965,42905094,42906103,+,+,False
217885at7147,OU343116.1,OY284470.1,10820098,10823525,43447605,43450186,-,-,False
217926at7147,OU343117.1,OY284471.1,23715543,23722987,40001443,40007087,-,-,False
217997at7147,OU343117.1,OY284471.1,45121154,45125725,35301824,35306453,-,+,True
217999at7147,OU343114.1,OY284468.1,89726116,89737632,11264267,11304443,+,+,False
218025at7147,OU343115.1,OY284469.1,4618150,4624873,29063065,29093571,+,-,True
218090at7147,OU343119.1,OY284473.1,19762395,19765506,1506241,1509479,+,-,True
218216at7147,OU343115.1,OY284469.1,49650234,49651091,52155184,52156143,-,-,False
218232at7147,OU343115.1,OY284469.1,26505878,26506918,18912589,18913399,+,+,False
218238at7147,OU343116.1,OY284470.1,44593685,44595823,6277045,6279144,-,+,True
218305at7147,OU343116.1,OY284470.1,53431558,53436299,19520311,19525626,-,-,False
218314at7147,OU343114.1,OY284468.1,10466526,10468217,16007457,16009193,+,+,False
218373at7147,OU343115.1,OY284469.1,27668588,27671797,18712194,18713309,+,+,False
218465at7147,OU343117.1,OY284471.1,27019357,27029764,19437841,19448760,+,-,True
21852at7147,OU343117.1,OY284471.1,18612383,18613510,23164003,23166160,+,-,True
218652at7147,OU343114.1,OY284468.1,66626628,66627814,55982083,55983302,-,-,False
218662at7147,OU343116.1,OY284470.1,29007209,29010300,29002095,29004614,-,-,False
218702at7147,OU343115.1,OY284469.1,21271175,21274823,29015905,29018104,-,-,False
218711at7147,OU343116.1,OY284470.1,39737023,39753082,24218115,24233223,+,-,True
218834at7147,OU343115.1,OY284469.1,57059607,57061140,3377628,3379121,-,-,False
218877at7147,OU343114.1,OY284468.1,94619830,94621122,45473386,45474695,-,-,False
218974at7147,OU343114.1,OY284468.1,94797571,94802642,45948963,45952511,-,+,True
219080at7147,OU343118.1,OY284472.1,10247310,10247861,39444379,39444949,-,+,True
21918at7147,OU343118.1,OY284472.1,20618624,20625407,32349442,32356613,-,-,False
219266at7147,OU343117.1,OY284471.1,42660465,42664330,7106711,7114404,-,+,True
219502at7147,OU343116.1,OY284470.1,53888374,53889248,19330162,19331034,+,+,False
219582at7147,OU343117.1,OY284471.1,25634483,25638344,46754880,46758014,-,+,True
219621at7147,OU343114.1,OY284468.1,82025641,82027610,21922383,21923847,-,+,True
219671at7147,OU343114.1,OY284468.1,19355503,19359992,31812255,31815606,+,+,False
219689at7147,OU343116.1,OY284470.1,53552610,53553330,19691404,19692106,-,-,False
219709at7147,OU343115.1,OY284469.1,5739427,5744701,19881639,19886073,-,+,True
219748at7147,OU343114.1,OY284468.1,10715792,10716343,16281504,16282055,-,+,True
219749at7147,OU343117.1,OY284471.1,19375366,19376502,22627941,22629566,+,-,True
219782at7147,OU343116.1,OY284470.1,233996,234790,44648562,44649335,-,-,False
219819at7147,OU343116.1,OY284470.1,51599382,51600866,18924385,18925814,+,-,True
219976at7147,OU343118.1,OY284472.1,3999830,4002362,2582909,2585409,-,-,False
219991at7147,OU343118.1,OY284472.1,20678830,20682658,39561782,39565293,+,-,True
220058at7147,OU343117.1,OY284470.1,28241002,28241910,19327491,19329437,+,-,True
220196at7147,OU343117.1,OY284471.1,21594479,21597846,30077047,30077935,-,-,False
22024at7147,OU343115.1,OY284469.1,48068313,48072284,20894822,20898057,+,-,True
220279at7147,OU343116.1,OY284470.1,14897597,14900341,4823633,4826974,+,-,True
220289at7147,OU343118.1,OY284470.1,22390064,22391717,9408283,9409869,+,+,False
220377at7147,OU343118.1,OY284472.1,13488547,13490161,30355455,30357101,+,+,False
220528at7147,OU343116.1,OY284470.1,25278889,25283485,1363251,1365798,-,-,False
220544at7147,OU343115.1,OY284469.1,29273694,29275938,18253929,18255921,+,-,True
220551at7147,OU343115.1,OY284469.1,18942484,18945231,25693843,25695538,+,-,True
220802at7147,OU343117.1,OY284471.1,29208014,29210225,21576358,21579373,-,-,False
220877at7147,OU343115.1,OY284469.1,57514959,57517579,3974014,3975787,+,+,False
22088at7147,OU343114.1,OY284468.1,78596180,78629053,58649091,58673920,+,+,False
220933at7147,OU343117.1,OY284471.1,45542140,45546850,34691222,34697852,-,+,True
220949at7147,OU343117.1,OY284471.1,15316931,15318012,27992658,27993746,-,+,True
221120at7147,OU343115.1,OY284469.1,19235954,19249025,25907544,25916329,+,-,True
221229at7147,OU343115.1,OY284469.1,62231972,62235036,42527362,42529976,-,-,False
221352at7147,OU343119.1,OY284473.1,618571,619734,30351836,30353104,+,-,True
221587at7147,OU343114.1,OY284468.1,86764173,86773426,5317902,5328848,-,-,False
221712at7147,OU343114.1,OY284468.1,78800974,78803714,58757686,58759372,+,-,True
221767at7147,OU343115.1,OY284469.1,47850530,47906200,56012590,56058385,+,+,False
221772at7147,OU343115.1,OY284469.1,48683369,48684010,32456070,32456771,-,-,False
221779at7147,OU343114.1,OY284468.1,40337787,40344382,50169316,50175356,+,-,True
221865at7147,OU343115.1,OY284469.1,58919738,58922836,6705890,6708526,+,-,True
221955at7147,OU343116.1,OY284470.1,3536221,3538705,18609974,18612423,-,-,False
221957at7147,OU343117.1,OY284471.1,39139167,39140876,29541224,29543083,-,-,False
222038at7147,OU343115.1,OY284469.1,2503601,2526252,19540668,19554937,-,+,True
222040at7147,OU343114.1,OY284468.1,41137270,41138798,49748635,49750080,-,+,True
222109at7147,OU343117.1,OY284471.1,24800715,24879291,43048022,43133458,+,+,False
222145at7147,OU343116.1,OY284470.1,51174416,51175943,25694949,25696783,+,+,False
222175at7147,OU343114.1,OY284468.1,26418766,26420166,40000412,40001860,-,+,True
222228at7147,OU343116.1,OY284470.1,33694097,33695455,15470877,15472305,+,-,True
222283at7147,OU343115.1,OY284469.1,5233534,5235448,54024793,54026302,-,+,True
222421at7147,OU343115.1,OY284469.1,25993997,26001520,35060812,35064185,+,+,False
222425at7147,OU343114.1,OY284468.1,55971449,55974958,5691677,5695311,-,+,True
222458at7147,OU343114.1,OY284468.1,87755292,87758117,37931236,37932819,-,+,True
22255at7147,OU343114.1,OY284468.1,67045182,67050589,56171412,56175215,+,+,False
222652at7147,OU343119.1,OY284473.1,2499696,2505552,30454660,30457181,+,-,True
222703at7147,OU343117.1,OY284471.1,42678756,42686389,1965195,1972968,-,-,False
222783at7147,OU343117.1,OY284471.1,7713359,7723233,9336932,9370308,-,+,True
222873at7147,OU343116.1,OY284470.1,53547052,53549079,19686208,19688171,-,-,False
222906at7147,OU343118.1,OY284472.1,25360205,25363984,34792979,34794927,+,+,False
222932at7147,OU343114.1,OY284468.1,10057967,10064112,15141313,15185862,-,-,False
223263at7147,OU343115.1,OY284469.1,64182670,64187139,24663325,24667347,-,-,False
22333at7147,OU343114.1,OY284468.1,3567387,3568130,67953773,67954537,+,+,False
22334at7147,OU343118.1,OY284472.1,16699352,16699937,23148820,23149696,+,-,True
223496at7147,OU343117.1,OY284471.1,23700793,23709435,39992298,39998352,+,+,False
223645at7147,OU343116.1,OY284470.1,29298111,29300153,27990470,27991891,-,+,True
223744at7147,OU343116.1,OY284470.1,43381815,43388625,13571593,13578123,-,+,True
223772at7147,OU343118.1,OY284472.1,3456071,3457478,18886893,18888441,+,+,False
223792at7147,OU343115.1,OY284469.1,50037530,50043351,9968220,9972501,-,-,False
223822at7147,OU343114.1,OY284468.1,29499390,29503769,21058006,21060751,-,+,True
223865at7147,OU343118.1,OY284472.1,2037811,2044887,26565462,26569046,-,+,True
223877at7147,OU343117.1,OY284471.1,9608769,9610563,21708790,21710449,+,+,False
223939at7147,OU343118.1,OY284472.1,7083259,7084218,40586944,40587945,-,+,True
223992at7147,OU343114.1,OY284468.1,25297524,25299876,39155351,39157707,-,-,False
224146at7147,OU343118.1,OY284472.1,19213589,19220415,32893895,32901552,+,-,True
224266at7147,OU343114.1,OY284468.1,75290194,75290995,62546004,62546852,+,-,True
224392at7147,OU343117.1,OY284471.1,28091273,28093518,46646410,46648699,+,-,True
224410at7147,OU343116.1,OY284470.1,15273505,15274184,41226173,41226855,-,+,True
224411at7147,OU343115.1,OY284469.1,59090838,59091459,11886992,11887670,-,+,True
224474at7147,OU343114.1,OY284468.1,43901039,43908010,35554938,35560071,-,+,True
22449at7147,OU343117.1,OY284471.1,44331961,44336026,38057224,38061529,-,-,False
224516at7147,OU343114.1,OY284468.1,27498758,27499479,38071326,38072065,+,-,True
224606at7147,OU343114.1,OY284468.1,14823877,14852131,19421899,19444660,+,+,False
224754at7147,OU343117.1,OY284471.1,6664537,6680557,5289676,5304801,-,-,False
224781at7147,OU343115.1,OY284469.1,983082,983597,7837401,7837902,-,-,False
224801at7147,OU343115.1,OY284469.1,10814727,10816467,8737431,8739195,-,+,True
224956at7147,OU343114.1,OY284473.1,74835516,74841654,27096759,27115401,+,-,True
224995at7147,OU343117.1,OY284471.1,22286214,22290193,27882620,27884568,+,-,True
225053at7147,OU343117.1,OY284471.1,45524856,45527196,34737662,34743135,+,-,True
225082at7147,OU343115.1,OY284469.1,19990483,19993938,28401532,28402185,-,-,False
225239at7147,OU343118.1,OY284472.1,8138595,8147651,13221952,13250391,+,+,False
225425at7147,OU343115.1,OY284469.1,458872,471430,12484263,12492706,+,+,False
225427at7147,OU343114.1,OY284468.1,16642786,16648666,31112709,31118911,-,+,True
225447at7147,OU343117.1,OY284471.1,7914656,7917393,19838638,19840181,-,-,False
225536at7147,OU343114.1,OY284468.1,50321276,50437704,47768410,47872622,+,-,True
225581at7147,OU343114.1,OY284468.1,62210824,62214482,52938057,52939282,+,-,True
225633at7147,OU343116.1,OY284470.1,8778933,8781435,41304139,41305981,-,+,True
225812at7147,OU343115.1,OY284469.1,15464555,15468952,21692989,21695860,-,+,True
225854at7147,OU343117.1,OY284471.1,6214674,6215216,742003,744973,-,+,True
225at7147,OU343116.1,OY284470.1,12642414,12643867,6837411,6838766,+,-,True
22604at7147,OU343114.1,OY284468.1,57406256,57411500,37016150,37020035,-,+,True
226095at7147,OU343116.1,OY284470.1,12699121,12707643,6850197,6855249,-,-,False
226105at7147,OU343115.1,OY284469.1,55006789,55007765,17443063,17444067,-,+,True
226119at7147,OU343117.1,OY284471.1,250788,251799,7104578,7105598,+,-,True
226451at7147,OU343117.1,OY284471.1,49214292,49215518,27302317,27303519,-,-,False
226661at7147,OU343116.1,OY284470.1,54128620,54133021,20527808,20531693,+,+,False
226671at7147,OU343116.1,OY284470.1,1327317,1328244,45674319,45675427,+,-,True
226747at7147,OU343116.1,OY284470.1,53999276,54008269,20357848,20367767,-,-,False
226750at7147,OU343118.1,OY284472.1,22037935,22040046,8047774,8049874,-,+,True
226752at7147,OU343114.1,OY284468.1,86130000,86131392,2379149,2381073,+,-,True
226878at7147,OU343114.1,OY284468.1,90684376,90793720,520070,592697,-,+,True
227055at7147,OU343116.1,OY284470.1,43929744,43930457,13122630,13123343,-,+,True
227061at7147,OU343116.1,OY284470.1,52671349,52683982,20140333,20151262,+,-,True
22719at7147,OU343115.1,OY284469.1,39549648,39554690,6014001,6016803,+,-,True
227250at7147,OU343117.1,OY284471.1,22283189,22283896,27886797,27887551,-,+,True
227327at7147,OU343116.1,OY284470.1,4514669,4517276,47393932,47396142,-,-,False
227369at7147,OU343114.1,OY284468.1,49738551,49791862,46728680,46777702,+,-,True
227395at7147,OU343116.1,OY284472.1,51709083,51710463,22387214,22388967,+,-,True
227440at7147,OU343115.1,OY284469.1,16116162,16120307,59460962,59464674,-,+,True
227465at7147,OU343115.1,OY284469.1,58143743,58148688,4691578,4694836,-,-,False
227473at7147,OU343114.1,OY284468.1,10101777,10103734,15226620,15233155,-,-,False
227680at7147,OU343115.1,OY284469.1,13200659,13217728,59482588,59485018,-,+,True
227682at7147,OU343117.1,OY284471.1,32319580,32336383,19988498,20042213,-,-,False
227814at7147,OU343115.1,OY284469.1,58679349,58682327,7115826,7117587,+,-,True
227847at7147,OU343114.1,OY284468.1,12119546,12120995,64358533,64359780,+,-,True
227886at7147,OU343115.1,OY284469.1,64780317,64788019,32933305,32942272,+,+,False
227899at7147,OU343115.1,OY284469.1,21683891,21688913,56708851,56714533,-,-,False
228058at7147,OU343118.1,OY284471.1,19772257,19777774,45979600,45984426,-,+,True
22815at7147,OU343117.1,OY284471.1,5732263,5740153,8565234,8571171,+,+,False
228369at7147,OU343117.1,OY284471.1,36714138,36726923,43837468,43850161,+,-,True
228410at7147,OU343114.1,OY284468.1,51240711,51260847,53440336,53441425,+,+,False
228439at7147,OU343114.1,OY284468.1,88183001,88186054,37698548,37700496,+,-,True
228587at7147,OU343114.1,OY284468.1,95216719,95219525,45557067,45559352,+,-,True
228725at7147,OU343114.1,OY284468.1,55279013,55287237,54620814,54622794,-,+,True
228740at7147,OU343119.1,OY284473.1,18641804,18644878,3241324,3245895,-,-,False
228997at7147,OU343117.1,OY284471.1,43389896,43391911,21036844,21038332,+,+,False
229026at7147,OU343118.1,OY284472.1,19602258,19609242,29414564,29421610,-,-,False
229091at7147,OU343115.1,OY284469.1,38762708,38764949,8615383,8616686,-,+,True
229094at7147,OU343116.1,OY284470.1,9801053,9810862,33117494,33123928,-,-,False
229124at7147,OU343115.1,OY284471.1,6980044,6984146,23268201,23272499,+,+,False
229132at7147,OU343115.1,OY284469.1,11986726,11997371,35461541,35469654,+,+,False
229153at7147,OU343118.1,OY284472.1,6503601,6504729,41040016,41040858,+,-,True
229217at7147,OU343117.1,OY284471.1,29251551,29256961,46019069,46024253,+,-,True
229334at7147,OU343117.1,OY284471.1,48456697,48458467,26438845,26440369,+,+,False
229391at7147,OU343114.1,OY284468.1,66921650,66932156,56120303,56126759,+,+,False
229492at7147,OU343116.1,OY284470.1,3754107,3756999,46928808,46931564,-,-,False
229672at7147,OU343114.1,OY284468.1,15774277,15776137,31745611,31747469,+,-,True
229756at7147,OU343117.1,OY284471.1,36387934,36393477,40481820,40484457,-,+,True
229769at7147,OU343114.1,OY284468.1,86750061,86754362,600150,602703,+,-,True
229817at7147,OU343115.1,OY284469.1,17472474,17477683,41710885,41712796,+,+,False
229842at7147,OU343118.1,OY284472.1,21678381,21685903,34024842,34036968,-,+,True
229985at7147,OU343115.1,OY284469.1,15909044,15910555,22076470,22077086,-,-,False
230093at7147,OU343118.1,OY284472.1,16966107,16966810,3446604,3447352,-,-,False
230100at7147,OU343115.1,OY284469.1,6789165,6830017,42461052,42494116,-,-,False
230103at7147,OU343114.1,OY284468.1,12273985,12277702,64238050,64240835,-,+,True
230158at7147,OU343115.1,OY284469.1,9417779,9424428,36524695,36532263,+,+,False
230190at7147,OU343115.1,OY284469.1,7388733,7390603,20570380,20572095,-,-,False
230195at7147,OU343117.1,OY284471.1,37270281,37276621,31403610,31412993,-,+,True
230211at7147,OU343117.1,OY284471.1,38138531,38140435,29470181,29472066,-,+,True
230372at7147,OU343116.1,OY284470.1,14871010,14871345,4827688,4828017,+,-,True
230403at7147,OU343117.1,OY284471.1,5975810,5980606,861135,863622,-,-,False
230416at7147,OU343114.1,OY284468.1,34997812,35004008,40268318,40275500,+,+,False
2304at7147,OU343118.1,OY284470.1,31242885,31243295,9404696,9405141,+,+,False
2306at7147,OU343115.1,OY284469.1,36675860,36677215,11288961,11290581,-,-,False
230721at7147,OU343115.1,OY284469.1,60097897,60103891,30766949,30771111,-,+,True
230730at7147,OU343118.1,OY284472.1,1043235,1044005,37894984,37895759,-,-,False
230735at7147,OU343118.1,OY284472.1,1741170,1748604,5151396,5156373,-,+,True
230818at7147,OU343114.1,OY284468.1,26137340,26164924,39684141,39695704,-,-,False
230877at7147,OU343116.1,OY284470.1,5546872,5565926,5859122,5874791,+,+,False
230928at7147,OU343115.1,OY284469.1,60806656,60808871,26724455,26727289,-,+,True
231005at7147,OU343115.1,OY284469.1,58256520,58265490,4832795,4841898,-,-,False
231038at7147,OU343118.1,OY284472.1,15911957,15913530,20711839,20712935,-,+,True
231117at7147,OU343114.1,OY284468.1,77160922,77170024,57732063,57741724,-,-,False
231185at7147,OU343115.1,OY284469.1,33913850,33938494,34106378,34121764,-,-,False
231212at7147,OU343117.1,OY284471.1,9960887,9962311,32503458,32504978,-,-,False
231288at7147,OU343116.1,OY284470.1,5862904,5864710,18363340,18365095,-,-,False
231315at7147,OU343117.1,OY284471.1,35693890,35700666,41117092,41121784,-,+,True
231446at7147,OU343117.1,OY284471.1,35191604,35194217,41550213,41552816,+,-,True
231500at7147,OU343114.1,OY284472.1,4931462,4932688,37246347,37247666,+,-,True
231519at7147,OU343116.1,OY284470.1,53312096,53318538,21672740,21678233,+,+,False
231607at7147,OU343114.1,OY284468.1,69265574,69265981,29361667,29362152,+,+,False
231675at7147,OU343114.1,OY284468.1,41145194,41149701,49739182,49742776,+,-,True
231846at7147,OU343115.1,OY284469.1,8623492,8625517,58097230,58098711,+,+,False
23190at7147,OU343118.1,OY284468.1,7745426,7749248,18234731,18238512,+,-,True
231937at7147,OU343118.1,OY284472.1,25508131,25512857,34877762,34881317,+,+,False
232030at7147,OU343114.1,OY284468.1,56086917,56097788,10380476,10394874,+,-,True
232153at7147,OU343118.1,OY284472.1,40873666,40886436,35733421,35737182,-,+,True
232174at7147,OU343116.1,OY284470.1,37743400,37747025,30963239,30967043,+,+,False
232297at7147,OU343115.1,OY284469.1,3413725,3415866,22334300,22336583,+,+,False
232366at7147,OU343116.1,OY284469.1,11646804,11647561,20437328,20438120,+,-,True
232528at7147,OU343114.1,OY284468.1,86386337,86387978,899511,901533,+,-,True
232531at7147,OU343116.1,OY284470.1,25082732,25084083,40671342,40672656,-,-,False
232552at7147,OU343114.1,OY284468.1,24440296,24446755,26873051,26883560,+,+,False
232603at7147,OU343117.1,OY284471.1,32830379,32831437,20883731,20884927,-,-,False
232624at7147,OU343116.1,OY284470.1,415526,417647,44986539,44988856,-,-,False
232669at7147,OU343118.1,OY284472.1,17693098,17701108,27805114,27814574,+,-,True
232701at7147,OU343116.1,OY284470.1,13485208,13504355,47733354,47740003,-,+,True
23278at7147,OU343115.1,OY284469.1,8668224,8675102,32706371,32728892,+,+,False
232800at7147,OU343117.1,OY284471.1,32852119,32852670,20975937,20976485,+,-,True
232822at7147,OU343114.1,OY284468.1,35192600,35193294,40394652,40395305,-,-,False
232835at7147,OU343116.1,OY284470.1,30379941,30392566,26749852,26760690,-,+,True
232952at7147,OU343114.1,OY284468.1,5588395,5589409,57322633,57323399,-,-,False
232966at7147,OU343118.1,OY284472.1,31222417,31225030,24176027,24177651,-,-,False
232996at7147,OU343114.1,OY284468.1,25162022,25203558,41356273,41384113,+,+,False
233135at7147,OU343115.1,OY284469.1,57396308,57400422,3818257,3822140,-,+,True
233185at7147,OU343114.1,OY284471.1,96652558,96654382,5932489,5934333,-,+,True
233260at7147,OU343117.1,OY284471.1,34742711,34853312,37107289,37194216,-,+,True
233263at7147,OU343115.1,OY284469.1,52294479,52302614,29331436,29337191,+,-,True
2332at7147,OU343115.1,OY284469.1,68848738,68850023,790081,791286,-,-,False
233318at7147,OU343117.1,OY284471.1,25037944,25040820,46385651,46386912,+,+,False
233474at7147,OU343115.1,OY284469.1,21222271,21223362,28967900,28969064,-,-,False
23365at7147,OU343115.1,OY284469.1,35307860,35318970,27279949,27290990,-,+,True
233694at7147,OU343114.1,OY284468.1,16552084,16555959,31183208,31186100,+,-,True
233751at7147,OU343114.1,OY284468.1,12055886,12056998,64421753,64423265,+,-,True
233816at7147,OU343114.1,OY284468.1,38055178,38058697,51417329,51419432,-,+,True
233903at7147,OU343118.1,OY284472.1,19106455,19136758,32771253,32776671,-,-,False
233984at7147,OU343116.1,OY284470.1,46479057,46480058,3104296,3105360,+,-,True
2339at7147,OU343118.1,OY284472.1,19010204,19012074,33381984,33383346,-,-,False
234002at7147,OU343117.1,OY284471.1,8106151,8107977,36462848,36464057,-,+,True
234306at7147,OU343114.1,OY284468.1,83754758,83757865,29018573,29019847,-,-,False
234367at7147,OU343114.1,OY284468.1,69533593,69534906,27136521,27137834,+,+,False
234585at7147,OU343114.1,OY284468.1,94468710,94469313,45370477,45371157,-,-,False
234666at7147,OU343115.1,OY284469.1,55031383,55037611,17426237,17431673,+,-,True
234671at7147,OU343117.1,OY284471.1,40775245,40781330,41893062,41898128,+,+,False
234677at7147,OU343115.1,OY284469.1,1630168,1631252,10710015,10711217,-,-,False
234740at7147,OU343115.1,OY284469.1,14488095,14494237,9562884,9569640,+,+,False
234759at7147,OU343114.1,OY284468.1,35796039,35798223,40764125,40765483,-,-,False
234808at7147,OU343116.1,OY284470.1,8951739,8962540,328801,336483,-,-,False
234994at7147,OU343118.1,OY284472.1,155718,158687,37248435,37251599,+,+,False
235153at7147,OU343116.1,OY284470.1,43900387,43903614,13150864,13153862,+,+,False
235193at7147,OU343118.1,OY284472.1,33424320,33490094,21700749,21729252,-,-,False
235260at7147,OU343117.1,OY284471.1,36730047,36730986,46752349,46753282,+,+,False
235280at7147,OU343114.1,OY284468.1,25827109,25837071,39476048,39482781,+,+,False
235326at7147,OU343118.1,OY284472.1,7766049,7769038,40536744,40539577,-,+,True
235403at7147,OU343118.1,OY284472.1,29666207,29682181,39775912,39784115,+,-,True
235410at7147,OU343115.1,OY284469.1,55113550,55114856,17370952,17372298,+,-,True
235423at7147,OU343116.1,OY284470.1,48337665,48340229,9506765,9509524,-,+,True
235431at7147,OU343115.1,OY284469.1,56935104,56936583,3251247,3252136,+,+,False
235435at7147,OU343116.1,OY284470.1,22232614,22236325,11094463,11096767,+,+,False
235448at7147,OU343117.1,OY284471.1,24770153,24772282,21513059,21514488,+,+,False
235467at7147,OU343114.1,OY284468.1,81222892,81227796,22473832,22478107,+,-,True
235503at7147,OU343117.1,OY284471.1,24114668,24117340,44935199,44937868,+,-,True
235509at7147,OU343116.1,OY284470.1,23477743,23478798,24419814,24420893,+,+,False
235545at7147,OU343114.1,OY284468.1,11024209,11041397,18887859,18905258,+,+,False
235602at7147,OU343115.1,OY284469.1,34732200,34744877,27575600,27586845,-,+,True
23560at7147,OU343117.1,OY284471.1,25659046,25707058,45594844,45606139,+,-,True
235656at7147,OU343115.1,OY284469.1,55228733,55231906,59402483,59404190,+,-,True
235673at7147,OU343115.1,OY284469.1,39003159,39005135,11725099,11726777,-,+,True
235700at7147,OU343117.1,OY284471.1,19210552,19211787,22780792,22782111,-,+,True
235715at7147,OU343114.1,OY284468.1,7783322,7792372,63024281,63032032,-,+,True
235831at7147,OU343114.1,OY284468.1,25815234,25817332,39461585,39462719,-,-,False
235960at7147,OU343115.1,OY284469.1,20069779,20086751,28429209,28439248,-,-,False
235988at7147,OU343115.1,OY284469.1,55295745,55298374,56292770,56295726,+,+,False
236052at7147,OU343115.1,OY284469.1,59741981,59840650,31191180,31301946,+,-,True
236124at7147,OU343118.1,OY284472.1,44510672,44512767,23135964,23137573,+,-,True
236125at7147,OU343118.1,OY284472.1,21158110,21185760,32515589,32537177,-,+,True
236272at7147,OU343117.1,OY284471.1,6400000,6403433,761312,776949,+,+,False
236334at7147,OU343115.1,OY284469.1,17190826,17234520,41520529,41578698,-,-,False
236368at7147,OU343117.1,OY284471.1,3560992,3563325,19716354,19718858,+,-,True
236395at7147,OU343117.1,OY284471.1,27675463,27679332,32540621,32542764,-,+,True
236451at7147,OU343118.1,OY284472.1,37053932,37057510,40276188,40279248,-,+,True
236464at7147,OU343116.1,OY284470.1,6078016,6101721,1679351,1700802,+,+,False
236591at7147,OU343115.1,OY284469.1,12528054,12530537,19968285,19969414,+,+,False
236620at7147,OU343114.1,OY284468.1,25273973,25282030,41086961,41092114,+,-,True
237014at7147,OU343116.1,OY284470.1,781106,782801,4764672,4766176,+,-,True
237068at7147,OU343116.1,OY284470.1,50800562,50801977,25343574,25345037,-,-,False
237167at7147,OU343114.1,OY284468.1,93669198,93670325,4733109,4734319,-,-,False
237178at7147,OU343118.1,OY284472.1,43001265,43003868,39652403,39654947,-,+,True
237199at7147,OU343118.1,OY284472.1,43865510,43866836,4771561,4772874,-,+,True
237217at7147,OU343118.1,OY284472.1,43680730,43682035,6140914,6142259,+,-,True
237248at7147,OU343114.1,OY284468.1,95559942,95561299,28030761,28032037,+,-,True
237270at7147,OU343116.1,OY284470.1,27297359,27325710,2541546,2563911,+,+,False
237417at7147,OU343118.1,OY284472.1,5653888,5656964,24157115,24159305,-,+,True
237431at7147,OU343114.1,OY284468.1,83023965,83027452,59709280,59711049,-,+,True
237608at7147,OU343116.1,OY284470.1,4030071,4032315,41648863,41650087,+,+,False
237752at7147,OU343114.1,OY284468.1,42345053,42349280,49217983,49220476,+,-,True
237768at7147,OU343118.1,OY284472.1,41986917,41987994,29295021,29296011,-,-,False
237829at7147,OU343116.1,OY284470.1,37835144,37837775,31061529,31063869,-,-,False
