busco_id,chromosome,bin_id,overlap_percentage
69166at7147,OY284469.1,OY284469.1_bin_532,100.0
69184at7147,OY284469.1,OY284469.1_bin_275,100.0
69191at7147,OY284469.1,OY284469.1_bin_328,100.0
69326at7147,OY284469.1,OY284469.1_bin_173,100.0
69384at7147,OY284469.1,OY284469.1_bin_246,100.0
69404at7147,OY284469.1,OY284469.1_bin_426,100.0
69502at7147,OY284469.1,OY284469.1_bin_59,100.0
69547at7147,OY284469.1,OY284469.1_bin_21,100.0
69554at7147,OY284469.1,OY284469.1_bin_275,100.0
69560at7147,OY284469.1,OY284469.1_bin_64,100.0
69582at7147,OY284469.1,OY284469.1_bin_94,100.0
69674at7147,OY284469.1,OY284469.1_bin_154,100.0
69769at7147,OY284469.1,OY284469.1_bin_117,100.0
69950at7147,OY284469.1,OY284469.1_bin_576,100.0
69951at7147,OY284469.1,OY284469.1_bin_377,100.0
70107at7147,OY284469.1,OY284469.1_bin_370,100.0
70113at7147,OY284469.1,OY284469.1_bin_374,100.0
70188at7147,OY284469.1,OY284469.1_bin_58,100.0
70347at7147,OY284469.1,OY284469.1_bin_85,100.0
70430at7147,OY284469.1,OY284469.1_bin_108,100.0
70729at7147,OY284469.1,OY284469.1_bin_417,100.0
70737at7147,OY284469.1,OY284469.1_bin_244,100.0
70776at7147,OY284469.1,OY284469.1_bin_228,100.0
70841at7147,OY284469.1,OY284469.1_bin_520,100.0
70846at7147,OY284469.1,OY284469.1_bin_182,100.0
70861at7147,OY284469.1,OY284469.1_bin_11,100.0
70937at7147,OY284469.1,OY284469.1_bin_86,100.0
70996at7147,OY284469.1,OY284469.1_bin_274,33.20610687022901
70996at7147,OY284469.1,OY284469.1_bin_275,66.79389312977099
71034at7147,OY284469.1,OY284469.1_bin_150,100.0
71081at7147,OY284469.1,OY284469.1_bin_120,100.0
71118at7147,OY284469.1,OY284469.1_bin_230,100.0
71326at7147,OY284469.1,OY284469.1_bin_331,100.0
71402at7147,OY284469.1,OY284469.1_bin_241,100.0
71572at7147,OY284469.1,OY284469.1_bin_342,100.0
71583at7147,OY284469.1,OY284469.1_bin_319,100.0
71696at7147,OY284469.1,OY284469.1_bin_560,100.0
71780at7147,OY284469.1,OY284469.1_bin_331,100.0
71992at7147,OY284469.1,OY284469.1_bin_587,100.0
72034at7147,OY284469.1,OY284469.1_bin_296,100.0
72059at7147,OY284469.1,OY284469.1_bin_356,100.0
72083at7147,OY284469.1,OY284469.1_bin_189,100.0
72226at7147,OY284469.1,OY284469.1_bin_223,100.0
72228at7147,OY284469.1,OY284469.1_bin_123,100.0
72235at7147,OY284469.1,OY284469.1_bin_312,100.0
72244at7147,OY284469.1,OY284469.1_bin_575,100.0
72423at7147,OY284469.1,OY284469.1_bin_530,69.92074927953891
72423at7147,OY284469.1,OY284469.1_bin_531,30.079250720461093
72437at7147,OY284469.1,OY284469.1_bin_64,100.0
72460at7147,OY284469.1,OY284469.1_bin_318,100.0
72465at7147,OY284469.1,OY284469.1_bin_323,100.0
72527at7147,OY284469.1,OY284469.1_bin_61,100.0
72688at7147,OY284469.1,OY284469.1_bin_593,100.0
72723at7147,OY284469.1,OY284469.1_bin_256,100.0
72909at7147,OY284469.1,OY284469.1_bin_103,100.0
72936at7147,OY284469.1,OY284469.1_bin_430,61.67543301283125
72936at7147,OY284469.1,OY284469.1_bin_431,38.32456698716875
73047at7147,OY284469.1,OY284469.1_bin_9,100.0
73077at7147,OY284469.1,OY284469.1_bin_76,100.0
73088at7147,OY284469.1,OY284469.1_bin_267,100.0
73094at7147,OY284469.1,OY284469.1_bin_104,100.0
73200at7147,OY284469.1,OY284469.1_bin_228,100.0
73346at7147,OY284469.1,OY284469.1_bin_111,100.0
73379at7147,OY284469.1,OY284469.1_bin_241,100.0
73409at7147,OY284469.1,OY284469.1_bin_396,100.0
73429at7147,OY284469.1,OY284469.1_bin_315,100.0
73435at7147,OY284469.1,OY284469.1_bin_273,100.0
73491at7147,OY284469.1,OY284469.1_bin_249,100.0
73681at7147,OY284469.1,OY284469.1_bin_342,100.0
73692at7147,OY284469.1,OY284469.1_bin_39,100.0
73709at7147,OY284469.1,OY284469.1_bin_538,71.20008047480133
73709at7147,OY284469.1,OY284469.1_bin_539,28.799919525198668
73713at7147,OY284469.1,OY284469.1_bin_116,100.0
73893at7147,OY284469.1,OY284469.1_bin_32,100.0
73913at7147,OY284469.1,OY284469.1_bin_591,100.0
74055at7147,OY284469.1,OY284469.1_bin_104,22.543162510276787
74055at7147,OY284469.1,OY284469.1_bin_105,77.45683748972321
74259at7147,OY284469.1,OY284469.1_bin_259,100.0
74406at7147,OY284469.1,OY284469.1_bin_44,100.0
74476at7147,OY284469.1,OY284469.1_bin_584,100.0
74677at7147,OY284469.1,OY284469.1_bin_10,100.0
74769at7147,OY284469.1,OY284469.1_bin_26,100.0
74907at7147,OY284469.1,OY284469.1_bin_402,79.41527914664248
74907at7147,OY284469.1,OY284469.1_bin_403,20.58472085335752
75011at7147,OY284469.1,OY284469.1_bin_71,100.0
75060at7147,OY284469.1,OY284469.1_bin_588,100.0
75137at7147,OY284469.1,OY284469.1_bin_174,100.0
75263at7147,OY284469.1,OY284469.1_bin_87,100.0
75282at7147,OY284469.1,OY284469.1_bin_31,100.0
75288at7147,OY284469.1,OY284469.1_bin_122,100.0
75679at7147,OY284469.1,OY284469.1_bin_180,100.0
75710at7147,OY284469.1,OY284469.1_bin_576,100.0
75810at7147,OY284469.1,OY284469.1_bin_244,100.0
76014at7147,OY284469.1,OY284469.1_bin_580,100.0
76235at7147,OY284469.1,OY284469.1_bin_591,100.0
76308at7147,OY284469.1,OY284469.1_bin_380,100.0
76399at7147,OY284469.1,OY284469.1_bin_120,100.0
76635at7147,OY284469.1,OY284469.1_bin_9,100.0
76767at7147,OY284469.1,OY284469.1_bin_591,100.0
76913at7147,OY284469.1,OY284469.1_bin_423,75.49952426260704
76913at7147,OY284469.1,OY284469.1_bin_424,24.50047573739296
76952at7147,OY284469.1,OY284469.1_bin_417,100.0
77043at7147,OY284469.1,OY284469.1_bin_323,100.0
77075at7147,OY284469.1,OY284469.1_bin_76,100.0
77185at7147,OY284469.1,OY284469.1_bin_565,100.0
90783at7147,OY284469.1,OY284469.1_bin_48,100.0
93012at7147,OY284469.1,OY284469.1_bin_278,100.0
96920at7147,OY284469.1,OY284469.1_bin_594,100.0
98857at7147,OY284469.1,OY284469.1_bin_593,100.0
101192at7147,OY284469.1,OY284469.1_bin_369,100.0
101651at7147,OY284469.1,OY284469.1_bin_316,100.0
107173at7147,OY284469.1,OY284469.1_bin_84,95.91728342320083
107173at7147,OY284469.1,OY284469.1_bin_85,4.082716576799178
111861at7147,OY284469.1,OY284469.1_bin_593,100.0
112161at7147,OY284469.1,OY284469.1_bin_47,100.0
113611at7147,OY284469.1,OY284469.1_bin_173,100.0
114519at7147,OY284469.1,OY284469.1_bin_406,100.0
125860at7147,OY284469.1,OY284469.1_bin_569,100.0
126196at7147,OY284469.1,OY284469.1_bin_339,100.0
139373at7147,OY284469.1,OY284469.1_bin_271,100.0
141501at7147,OY284469.1,OY284469.1_bin_4,100.0
143663at7147,OY284469.1,OY284469.1_bin_206,100.0
143890at7147,OY284469.1,OY284469.1_bin_133,100.0
145710at7147,OY284469.1,OY284469.1_bin_110,100.0
148238at7147,OY284469.1,OY284469.1_bin_10,100.0
151105at7147,OY284469.1,OY284469.1_bin_307,100.0
152075at7147,OY284469.1,OY284469.1_bin_226,100.0
152457at7147,OY284469.1,OY284469.1_bin_580,100.0
154325at7147,OY284469.1,OY284469.1_bin_295,4.59415773774808
154325at7147,OY284469.1,OY284469.1_bin_296,95.40584226225192
157102at7147,OY284469.1,OY284469.1_bin_77,11.409029723141849
157102at7147,OY284469.1,OY284469.1_bin_78,88.59097027685814
157964at7147,OY284469.1,OY284469.1_bin_160,100.0
161838at7147,OY284469.1,OY284469.1_bin_588,100.0
162166at7147,OY284469.1,OY284469.1_bin_66,68.83652430044182
162166at7147,OY284469.1,OY284469.1_bin_67,31.163475699558173
162217at7147,OY284469.1,OY284469.1_bin_576,100.0
162402at7147,OY284469.1,OY284469.1_bin_4,100.0
162519at7147,OY284469.1,OY284469.1_bin_509,26.334074602441994
162519at7147,OY284469.1,OY284469.1_bin_510,73.66592539755801
162532at7147,OY284469.1,OY284469.1_bin_26,100.0
162607at7147,OY284469.1,OY284469.1_bin_316,100.0
162912at7147,OY284469.1,OY284469.1_bin_2,100.0
163134at7147,OY284469.1,OY284469.1_bin_218,100.0
163189at7147,OY284469.1,OY284469.1_bin_38,100.0
163251at7147,OY284469.1,OY284469.1_bin_85,100.0
163275at7147,OY284469.1,OY284469.1_bin_287,100.0
163386at7147,OY284469.1,OY284469.1_bin_94,100.0
163408at7147,OY284469.1,OY284469.1_bin_222,100.0
163466at7147,OY284469.1,OY284469.1_bin_363,100.0
163566at7147,OY284469.1,OY284469.1_bin_560,100.0
163635at7147,OY284469.1,OY284469.1_bin_282,100.0
164134at7147,OY284469.1,OY284469.1_bin_49,100.0
164211at7147,OY284469.1,OY284469.1_bin_247,100.0
164323at7147,OY284469.1,OY284469.1_bin_594,100.0
164356at7147,OY284469.1,OY284469.1_bin_317,100.0
164649at7147,OY284469.1,OY284469.1_bin_110,100.0
164695at7147,OY284469.1,OY284469.1_bin_244,100.0
164929at7147,OY284469.1,OY284469.1_bin_278,100.0
164941at7147,OY284469.1,OY284469.1_bin_250,100.0
165004at7147,OY284469.1,OY284469.1_bin_581,100.0
165168at7147,OY284469.1,OY284469.1_bin_255,100.0
165376at7147,OY284469.1,OY284469.1_bin_71,100.0
165426at7147,OY284469.1,OY284469.1_bin_561,100.0
165554at7147,OY284469.1,OY284469.1_bin_241,100.0
165708at7147,OY284469.1,OY284469.1_bin_217,100.0
165751at7147,OY284469.1,OY284469.1_bin_195,100.0
165770at7147,OY284469.1,OY284469.1_bin_244,100.0
165857at7147,OY284469.1,OY284469.1_bin_173,100.0
165864at7147,OY284469.1,OY284469.1_bin_554,100.0
165956at7147,OY284469.1,OY284469.1_bin_223,100.0
166570at7147,OY284469.1,OY284469.1_bin_318,100.0
166761at7147,OY284469.1,OY284469.1_bin_117,100.0
166887at7147,OY284469.1,OY284469.1_bin_587,100.0
166924at7147,OY284469.1,OY284469.1_bin_594,100.0
166996at7147,OY284469.1,OY284469.1_bin_584,100.0
167199at7147,OY284469.1,OY284469.1_bin_4,100.0
167257at7147,OY284469.1,OY284469.1_bin_228,100.0
167499at7147,OY284469.1,OY284469.1_bin_273,100.0
167517at7147,OY284469.1,OY284469.1_bin_260,100.0
167791at7147,OY284469.1,OY284469.1_bin_207,100.0
167826at7147,OY284469.1,OY284469.1_bin_338,100.0
167857at7147,OY284469.1,OY284469.1_bin_18,90.03566258253592
167857at7147,OY284469.1,OY284469.1_bin_19,9.964337417464073
167892at7147,OY284469.1,OY284469.1_bin_260,100.0
167970at7147,OY284469.1,OY284469.1_bin_62,100.0
168044at7147,OY284469.1,OY284469.1_bin_572,100.0
168086at7147,OY284469.1,OY284469.1_bin_64,35.8629919698622
168086at7147,OY284469.1,OY284469.1_bin_65,64.13700803013779
60114at7147,OY284470.1,OY284470.1_bin_185,100.0
60134at7147,OY284470.1,OY284470.1_bin_94,100.0
60183at7147,OY284470.1,OY284470.1_bin_275,100.0
60331at7147,OY284470.1,OY284470.1_bin_234,100.0
60353at7147,OY284470.1,OY284470.1_bin_235,100.0
60581at7147,OY284470.1,OY284470.1_bin_43,100.0
60628at7147,OY284470.1,OY284470.1_bin_94,100.0
60720at7147,OY284470.1,OY284470.1_bin_244,100.0
60849at7147,OY284470.1,OY284470.1_bin_144,100.0
60947at7147,OY284470.1,OY284470.1_bin_284,100.0
61116at7147,OY284470.1,OY284470.1_bin_196,100.0
61138at7147,OY284470.1,OY284470.1_bin_473,100.0
61276at7147,OY284470.1,OY284470.1_bin_193,100.0
61374at7147,OY284470.1,OY284470.1_bin_182,100.0
61410at7147,OY284470.1,OY284470.1_bin_477,100.0
61469at7147,OY284470.1,OY284470.1_bin_131,100.0
61746at7147,OY284470.1,OY284470.1_bin_244,100.0
61774at7147,OY284470.1,OY284470.1_bin_70,100.0
61815at7147,OY284470.1,OY284470.1_bin_348,30.077688129094106
61815at7147,OY284470.1,OY284470.1_bin_349,69.9223118709059
61894at7147,OY284470.1,OY284470.1_bin_416,100.0
62185at7147,OY284470.1,OY284470.1_bin_185,100.0
62197at7147,OY284470.1,OY284470.1_bin_68,100.0
62270at7147,OY284470.1,OY284470.1_bin_77,100.0
62282at7147,OY284470.1,OY284470.1_bin_177,100.0
62339at7147,OY284470.1,OY284470.1_bin_304,100.0
62443at7147,OY284470.1,OY284470.1_bin_407,100.0
62879at7147,OY284470.1,OY284470.1_bin_274,100.0
62907at7147,OY284470.1,OY284470.1_bin_235,100.0
62916at7147,OY284470.1,OY284470.1_bin_31,100.0
63017at7147,OY284470.1,OY284470.1_bin_297,100.0
63187at7147,OY284470.1,OY284470.1_bin_12,93.32730560578662
63187at7147,OY284470.1,OY284470.1_bin_13,6.672694394213381
63341at7147,OY284470.1,OY284470.1_bin_11,40.28414465546096
63341at7147,OY284470.1,OY284470.1_bin_12,59.71585534453904
63354at7147,OY284470.1,OY284470.1_bin_426,100.0
63388at7147,OY284470.1,OY284470.1_bin_110,53.69978858350951
63388at7147,OY284470.1,OY284470.1_bin_111,46.30021141649049
63540at7147,OY284470.1,OY284470.1_bin_94,100.0
63597at7147,OY284470.1,OY284470.1_bin_157,100.0
63607at7147,OY284470.1,OY284470.1_bin_76,100.0
63639at7147,OY284470.1,OY284470.1_bin_26,100.0
63808at7147,OY284470.1,OY284470.1_bin_253,100.0
63829at7147,OY284470.1,OY284470.1_bin_423,100.0
63921at7147,OY284470.1,OY284470.1_bin_217,100.0
63942at7147,OY284470.1,OY284470.1_bin_147,100.0
63959at7147,OY284470.1,OY284470.1_bin_476,100.0
64014at7147,OY284470.1,OY284470.1_bin_155,100.0
64161at7147,OY284470.1,OY284470.1_bin_253,100.0
64374at7147,OY284470.1,OY284470.1_bin_369,100.0
64380at7147,OY284470.1,OY284470.1_bin_311,100.0
64636at7147,OY284470.1,OY284470.1_bin_270,100.0
64639at7147,OY284470.1,OY284470.1_bin_2,100.0
64757at7147,OY284470.1,OY284470.1_bin_23,8.653594771241831
64757at7147,OY284470.1,OY284470.1_bin_24,91.34640522875816
64809at7147,OY284470.1,OY284470.1_bin_257,100.0
64935at7147,OY284470.1,OY284470.1_bin_380,100.0
64974at7147,OY284470.1,OY284470.1_bin_411,100.0
65054at7147,OY284470.1,OY284470.1_bin_200,100.0
65169at7147,OY284470.1,OY284470.1_bin_69,100.0
65213at7147,OY284470.1,OY284470.1_bin_75,100.0
65361at7147,OY284470.1,OY284470.1_bin_82,100.0
65369at7147,OY284470.1,OY284470.1_bin_356,100.0
65385at7147,OY284470.1,OY284470.1_bin_48,100.0
65399at7147,OY284470.1,OY284470.1_bin_288,100.0
65485at7147,OY284470.1,OY284470.1_bin_364,92.58762367935603
65485at7147,OY284470.1,OY284470.1_bin_365,7.412376320643971
65602at7147,OY284470.1,OY284470.1_bin_240,67.04677513073794
65602at7147,OY284470.1,OY284470.1_bin_241,32.95322486926205
65754at7147,OY284470.1,OY284470.1_bin_192,100.0
65834at7147,OY284470.1,OY284470.1_bin_240,100.0
65844at7147,OY284470.1,OY284470.1_bin_188,100.0
65939at7147,OY284470.1,OY284470.1_bin_78,100.0
65972at7147,OY284470.1,OY284470.1_bin_241,100.0
66020at7147,OY284470.1,OY284470.1_bin_43,100.0
66053at7147,OY284470.1,OY284470.1_bin_57,100.0
66209at7147,OY284470.1,OY284470.1_bin_307,100.0
66402at7147,OY284470.1,OY284470.1_bin_80,100.0
66475at7147,OY284470.1,OY284470.1_bin_110,100.0
66519at7147,OY284470.1,OY284470.1_bin_153,100.0
66606at7147,OY284470.1,OY284470.1_bin_300,95.47759932375317
66606at7147,OY284470.1,OY284470.1_bin_301,4.52240067624683
66649at7147,OY284470.1,OY284470.1_bin_59,100.0
66869at7147,OY284470.1,OY284470.1_bin_14,100.0
66893at7147,OY284470.1,OY284470.1_bin_73,100.0
66984at7147,OY284470.1,OY284470.1_bin_441,2.4474552028288765
66984at7147,OY284470.1,OY284470.1_bin_442,97.55254479717112
67026at7147,OY284470.1,OY284470.1_bin_177,100.0
67052at7147,OY284470.1,OY284470.1_bin_161,100.0
67176at7147,OY284470.1,OY284470.1_bin_241,100.0
67222at7147,OY284470.1,OY284470.1_bin_109,35.32026441759745
67222at7147,OY284470.1,OY284470.1_bin_110,64.67973558240256
67337at7147,OY284470.1,OY284470.1_bin_408,100.0
67451at7147,OY284470.1,OY284470.1_bin_409,100.0
67659at7147,OY284470.1,OY284470.1_bin_203,100.0
67779at7147,OY284470.1,OY284470.1_bin_278,100.0
67830at7147,OY284470.1,OY284470.1_bin_247,100.0
67845at7147,OY284470.1,OY284470.1_bin_202,100.0
67858at7147,OY284470.1,OY284470.1_bin_313,100.0
68052at7147,OY284470.1,OY284470.1_bin_312,100.0
68075at7147,OY284470.1,OY284470.1_bin_305,100.0
68082at7147,OY284470.1,OY284470.1_bin_195,100.0
68224at7147,OY284470.1,OY284470.1_bin_291,100.0
68227at7147,OY284470.1,OY284470.1_bin_450,100.0
68278at7147,OY284470.1,OY284470.1_bin_313,100.0
68288at7147,OY284470.1,OY284470.1_bin_264,79.27467030468395
68288at7147,OY284470.1,OY284470.1_bin_265,20.725329695316052
68292at7147,OY284470.1,OY284470.1_bin_130,100.0
68362at7147,OY284470.1,OY284470.1_bin_24,100.0
68373at7147,OY284470.1,OY284470.1_bin_209,100.0
68399at7147,OY284470.1,OY284470.1_bin_214,100.0
68528at7147,OY284470.1,OY284470.1_bin_456,100.0
68762at7147,OY284470.1,OY284470.1_bin_256,100.0
69010at7147,OY284470.1,OY284470.1_bin_295,100.0
69019at7147,OY284470.1,OY284470.1_bin_127,100.0
69053at7147,OY284470.1,OY284470.1_bin_78,100.0
69074at7147,OY284470.1,OY284470.1_bin_204,100.0
69085at7147,OY284470.1,OY284470.1_bin_238,100.0
69261at7147,OY284470.1,OY284470.1_bin_112,100.0
69313at7147,OY284470.1,OY284470.1_bin_293,100.0
69556at7147,OY284470.1,OY284470.1_bin_443,100.0
69591at7147,OY284470.1,OY284470.1_bin_273,100.0
69668at7147,OY284470.1,OY284470.1_bin_149,100.0
70044at7147,OY284470.1,OY284470.1_bin_116,100.0
70080at7147,OY284470.1,OY284470.1_bin_193,100.0
70109at7147,OY284470.1,OY284470.1_bin_243,100.0
70302at7147,OY284470.1,OY284470.1_bin_391,100.0
70340at7147,OY284470.1,OY284470.1_bin_270,100.0
70395at7147,OY284470.1,OY284470.1_bin_100,100.0
70519at7147,OY284470.1,OY284470.1_bin_450,100.0
70552at7147,OY284470.1,OY284470.1_bin_441,100.0
70587at7147,OY284470.1,OY284470.1_bin_350,100.0
70608at7147,OY284470.1,OY284470.1_bin_270,100.0
70637at7147,OY284470.1,OY284470.1_bin_95,100.0
70853at7147,OY284470.1,OY284470.1_bin_407,100.0
70882at7147,OY284470.1,OY284470.1_bin_219,100.0
71013at7147,OY284470.1,OY284470.1_bin_214,100.0
71152at7147,OY284470.1,OY284470.1_bin_5,100.0
71223at7147,OY284470.1,OY284470.1_bin_112,100.0
71353at7147,OY284470.1,OY284470.1_bin_6,100.0
71374at7147,OY284470.1,OY284470.1_bin_477,100.0
71443at7147,OY284470.1,OY284470.1_bin_201,100.0
71465at7147,OY284470.1,OY284470.1_bin_167,100.0
71469at7147,OY284470.1,OY284470.1_bin_391,100.0
71635at7147,OY284470.1,OY284470.1_bin_153,100.0
72026at7147,OY284470.1,OY284470.1_bin_442,100.0
72076at7147,OY284470.1,OY284470.1_bin_473,100.0
72338at7147,OY284470.1,OY284470.1_bin_150,100.0
72344at7147,OY284470.1,OY284470.1_bin_73,100.0
72440at7147,OY284470.1,OY284470.1_bin_312,100.0
72443at7147,OY284470.1,OY284470.1_bin_112,100.0
72599at7147,OY284470.1,OY284470.1_bin_241,100.0
72706at7147,OY284470.1,OY284470.1_bin_43,100.0
72786at7147,OY284470.1,OY284470.1_bin_297,100.0
72836at7147,OY284470.1,OY284470.1_bin_31,100.0
72948at7147,OY284470.1,OY284470.1_bin_131,100.0
72989at7147,OY284470.1,OY284470.1_bin_48,100.0
73290at7147,OY284470.1,OY284470.1_bin_293,100.0
73590at7147,OY284470.1,OY284470.1_bin_247,100.0
73731at7147,OY284470.1,OY284470.1_bin_242,25.919457571399217
73731at7147,OY284470.1,OY284470.1_bin_243,74.08054242860078
73800at7147,OY284470.1,OY284470.1_bin_112,100.0
73888at7147,OY284470.1,OY284470.1_bin_93,100.0
73994at7147,OY284470.1,OY284470.1_bin_273,100.0
74410at7147,OY284470.1,OY284470.1_bin_259,100.0
74458at7147,OY284470.1,OY284470.1_bin_41,100.0
74492at7147,OY284470.1,OY284470.1_bin_381,100.0
74496at7147,OY284470.1,OY284470.1_bin_14,100.0
74641at7147,OY284470.1,OY284470.1_bin_183,100.0
74664at7147,OY284470.1,OY284470.1_bin_161,100.0
74717at7147,OY284470.1,OY284470.1_bin_83,100.0
74794at7147,OY284470.1,OY284470.1_bin_288,100.0
74811at7147,OY284470.1,OY284470.1_bin_251,100.0
74895at7147,OY284470.1,OY284470.1_bin_307,100.0
74995at7147,OY284470.1,OY284470.1_bin_465,100.0
75040at7147,OY284470.1,OY284470.1_bin_426,100.0
75173at7147,OY284470.1,OY284470.1_bin_357,100.0
75174at7147,OY284470.1,OY284470.1_bin_307,100.0
75250at7147,OY284470.1,OY284470.1_bin_25,100.0
75426at7147,OY284470.1,OY284470.1_bin_106,100.0
75525at7147,OY284470.1,OY284470.1_bin_304,100.0
75537at7147,OY284470.1,OY284470.1_bin_380,100.0
75691at7147,OY284470.1,OY284470.1_bin_188,51.53526970954356
75691at7147,OY284470.1,OY284470.1_bin_189,48.46473029045643
75811at7147,OY284470.1,OY284470.1_bin_406,100.0
76265at7147,OY284470.1,OY284470.1_bin_78,100.0
76375at7147,OY284470.1,OY284470.1_bin_269,100.0
76376at7147,OY284470.1,OY284470.1_bin_25,100.0
76650at7147,OY284470.1,OY284470.1_bin_365,13.478779084831839
76650at7147,OY284470.1,OY284470.1_bin_366,86.52122091516816
76860at7147,OY284470.1,OY284470.1_bin_275,100.0
89718at7147,OY284470.1,OY284470.1_bin_229,100.0
90937at7147,OY284470.1,OY284470.1_bin_179,100.0
91028at7147,OY284470.1,OY284470.1_bin_41,100.0
95207at7147,OY284470.1,OY284470.1_bin_465,80.53924185798185
95207at7147,OY284470.1,OY284470.1_bin_466,19.460758142018154
97765at7147,OY284470.1,OY284470.1_bin_423,100.0
102356at7147,OY284470.1,OY284470.1_bin_216,100.0
103170at7147,OY284470.1,OY284470.1_bin_299,100.0
103572at7147,OY284470.1,OY284470.1_bin_391,100.0
110200at7147,OY284470.1,OY284470.1_bin_106,100.0
113530at7147,OY284470.1,OY284470.1_bin_68,100.0
114603at7147,OY284470.1,OY284470.1_bin_60,100.0
114765at7147,OY284470.1,OY284470.1_bin_121,100.0
119398at7147,OY284470.1,OY284470.1_bin_33,100.0
126571at7147,OY284470.1,OY284470.1_bin_146,100.0
127327at7147,OY284470.1,OY284470.1_bin_311,100.0
128900at7147,OY284470.1,OY284470.1_bin_250,100.0
135807at7147,OY284470.1,OY284470.1_bin_282,66.38407131091948
135807at7147,OY284470.1,OY284470.1_bin_283,33.61592868908051
137178at7147,OY284470.1,OY284470.1_bin_193,50.67743835731717
137178at7147,OY284470.1,OY284470.1_bin_194,49.32256164268282
138312at7147,OY284470.1,OY284470.1_bin_90,100.0
147958at7147,OY284470.1,OY284470.1_bin_242,100.0
148702at7147,OY284470.1,OY284470.1_bin_412,100.0
148771at7147,OY284470.1,OY284470.1_bin_434,100.0
149542at7147,OY284470.1,OY284470.1_bin_185,100.0
149629at7147,OY284470.1,OY284470.1_bin_43,100.0
152441at7147,OY284470.1,OY284470.1_bin_408,100.0
154407at7147,OY284470.1,OY284470.1_bin_294,33.34038777736175
154407at7147,OY284470.1,OY284470.1_bin_295,66.65961222263826
154496at7147,OY284470.1,OY284470.1_bin_238,100.0
161360at7147,OY284470.1,OY284470.1_bin_24,100.0
162072at7147,OY284470.1,OY284470.1_bin_106,100.0
162125at7147,OY284470.1,OY284470.1_bin_171,100.0
162154at7147,OY284470.1,OY284470.1_bin_259,100.0
162861at7147,OY284470.1,OY284470.1_bin_465,100.0
162967at7147,OY284470.1,OY284470.1_bin_34,100.0
163173at7147,OY284470.1,OY284470.1_bin_168,100.0
163225at7147,OY284470.1,OY284470.1_bin_217,100.0
163232at7147,OY284470.1,OY284470.1_bin_90,100.0
163245at7147,OY284470.1,OY284470.1_bin_18,100.0
163506at7147,OY284470.1,OY284470.1_bin_151,100.0
163641at7147,OY284470.1,OY284470.1_bin_277,11.883366953970292
163641at7147,OY284470.1,OY284470.1_bin_278,88.11663304602972
163733at7147,OY284470.1,OY284470.1_bin_48,100.0
163873at7147,OY284470.1,OY284470.1_bin_60,100.0
163938at7147,OY284470.1,OY284470.1_bin_3,100.0
164012at7147,OY284470.1,OY284470.1_bin_55,100.0
164702at7147,OY284470.1,OY284470.1_bin_104,100.0
165092at7147,OY284470.1,OY284470.1_bin_412,100.0
165142at7147,OY284470.1,OY284470.1_bin_405,100.0
165173at7147,OY284470.1,OY284470.1_bin_179,100.0
165189at7147,OY284470.1,OY284470.1_bin_91,100.0
165238at7147,OY284470.1,OY284470.1_bin_104,100.0
165282at7147,OY284470.1,OY284470.1_bin_41,100.0
165341at7147,OY284470.1,OY284470.1_bin_71,100.0
165755at7147,OY284470.1,OY284470.1_bin_237,100.0
165935at7147,OY284470.1,OY284470.1_bin_250,100.0
166740at7147,OY284470.1,OY284470.1_bin_215,100.0
166906at7147,OY284470.1,OY284470.1_bin_412,23.961840628507293
166906at7147,OY284470.1,OY284470.1_bin_413,76.03815937149271
167292at7147,OY284470.1,OY284470.1_bin_233,100.0
167579at7147,OY284470.1,OY284470.1_bin_181,100.0
59932at7147,OY284471.1,OY284471.1_bin_338,100.0
59934at7147,OY284471.1,OY284471.1_bin_330,100.0
60162at7147,OY284471.1,OY284471.1_bin_20,100.0
60284at7147,OY284471.1,OY284471.1_bin_313,100.0
60372at7147,OY284471.1,OY284471.1_bin_99,100.0
60422at7147,OY284471.1,OY284471.1_bin_428,100.0
60643at7147,OY284471.1,OY284471.1_bin_468,100.0
60701at7147,OY284471.1,OY284471.1_bin_311,100.0
60911at7147,OY284471.1,OY284471.1_bin_339,100.0
60913at7147,OY284471.1,OY284471.1_bin_91,100.0
60915at7147,OY284471.1,OY284471.1_bin_353,100.0
61002at7147,OY284471.1,OY284471.1_bin_236,100.0
61095at7147,OY284471.1,OY284471.1_bin_398,100.0
61222at7147,OY284471.1,OY284471.1_bin_347,100.0
61232at7147,OY284471.1,OY284471.1_bin_324,100.0
61683at7147,OY284471.1,OY284471.1_bin_465,100.0
61869at7147,OY284471.1,OY284471.1_bin_203,100.0
61992at7147,OY284471.1,OY284471.1_bin_404,100.0
61993at7147,OY284471.1,OY284471.1_bin_306,100.0
62048at7147,OY284471.1,OY284471.1_bin_195,100.0
62204at7147,OY284471.1,OY284471.1_bin_34,100.0
62407at7147,OY284471.1,OY284471.1_bin_399,100.0
62639at7147,OY284471.1,OY284471.1_bin_76,100.0
62656at7147,OY284471.1,OY284471.1_bin_349,100.0
62660at7147,OY284471.1,OY284471.1_bin_392,20.98888335822134
62660at7147,OY284471.1,OY284471.1_bin_393,79.01111664177867
62767at7147,OY284471.1,OY284471.1_bin_460,100.0
62799at7147,OY284471.1,OY284471.1_bin_438,100.0
63127at7147,OY284471.1,OY284471.1_bin_40,56.14398014067026
